Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR ANTONIO DANTAS,24004260,RN,Apodi,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAQUIM TEIXEIRA DE MOURA, PORTAL DA CHAPADA. 59700-000 Apodi - RN.",(84) 33332642,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-5.6533651,-37.79994338
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR GERSON LOPES,24004278,RN,Apodi,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA DOM JOSE FREIRE, 21 CENTRO. 59700-000 Apodi - RN.",(84) 991036782,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.6660475,-37.7997002
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,24004294,RN,Apodi,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCISCO VIRGINIO DE OLIVEIRA, LAGOA SECA. 59700-000 Apodi - RN.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.6603973,-37.7935991
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL SEBASTIAO GOMES DE OLIVEIRA,24004308,RN,Apodi,Rural,A escola não está em área de localização diferenciada,Pública,"DISTRITO MELANCIAS, ZONA RURAL. 59700-000 Apodi - RN.",(84) 33338068,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-5.7440973,-37.8554199
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ANTONIA ALVES DE LIMA,24004545,RN,Apodi,Rural,A escola não está em área de localização diferenciada,Pública,"DISTRITO SOLEDADE, ZONA RURAL. 59700-000 Apodi - RN.",(84) 33331091,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.597881,-37.82993
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ANTONIO CARLOS,24005843,RN,Caraúbas,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA APRONIANO MARTINS DE SA, 65 CENTRO. 59780-000 Caraúbas - RN.",(84) 996254982,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.7928288,-37.5593231
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR LOURENCO GURGEL DE OLIVEIRA,24005878,RN,Caraúbas,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSORA VALDELICE GURGEL, 365 CENTRO. 59780-000 Caraúbas - RN.",(84) 33372658,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.78960656,-37.56008357
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,24005894,RN,Caraúbas,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PEDRO CAMARA, LEANDRO BEZERRA. 59780-000 Caraúbas - RN.",(84) 998181834,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.7902315,-37.5510159
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL SEBASTIAO GURGEL,24005908,RN,Caraúbas,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SAO SEBASTIAO, CENTRO. 59780-000 Caraúbas - RN.",(84) 33372637,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.7955807,-37.5595921
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JERONIMO ROSADO,24006815,RN,Governador Dix-Sept Rosado,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL SALVIANO, 58 CENTRO. 59790-000 Governador Dix-Sept Rosado - RN.",(84) 33283252,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.4582837,-37.5216075
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MANOEL JOAQUIM,24006823,RN,Governador Dix-Sept Rosado,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SEVERINO RAMOS VIEIRA, 246 CENTRO. 59790-000 Governador Dix-Sept Rosado - RN.",(84) 33283257,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-5.4620437,-37.518846
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DESEMBARGADOR FELIPE GUERRA,24008028,RN,Triunfo Potiguar,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GREGORIO DE MELO, 321 CENTRO. 59685-000 Triunfo Potiguar - RN.",(84) 33680990,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.86717714,-37.18527763
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROF DANIEL GURGEL,24008060,RN,Janduís,Urbana,A escola não está em área de localização diferenciada,Pública,"R LOURIVAL GURGEL, 148 SAO BENTO. 59690-000 Janduís - RN.",(84) 998388977,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-6.01999322,-37.4048707
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE VICENTE GURGEL,24008087,RN,Janduís,Urbana,A escola não está em área de localização diferenciada,Pública,"R VICENTE GURGEL, 141 CENTRO. 59690-000 Janduís - RN.",(84) 998450811,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-6.0144423,-37.4076532
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL OTONIEL TOMAZ DE ALMEIDA,24008389,RN,Messias Targino,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR OTONIEL TOMAZ DE ALMEIDA, 391 CENTRO. 59775-000 Messias Targino - RN.",(84) 33650172,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL LUIS GONDIM,24008532,RN,Paraú,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PADRE AMARO, 55 CENTRO. 59660-000 Paraú - RN.",(84) 33670212,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.77362511,-37.10052202
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL SILVESTRE VERAS BARBOSA,24008559,RN,Paraú,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ALFERES TONHO, 650 CENTRO. 59660-000 Paraú - RN.",(84) 33670212,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.7785761,-37.1025607
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JOSE CALAZANS FREIRE ENS FUND E MEDIO,24008788,RN,Upanema,Urbana,A escola não está em área de localização diferenciada,Pública,"AV GETULIO VARGAS, 16 CENTRO. 59670-000 Upanema - RN.",(84) 33250291,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.64119,-37.2581527
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROF ALFREDO SIMONETTI ENS 1 GRAU,24008800,RN,Upanema,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL GONCALVES, 78 SANTA PAZ. 59670-000 Upanema - RN.",(84) 33250294,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.640593,-37.26047
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JUSCELINO KUBITSCHEK,24009334,RN,Assú,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CEL FRANCISCO MARTINS, 80 DOM ELIZEU. 59650-000 Açu - RN.",(84) 33316525,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-5.5763306,-36.9134272
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE EDUCACAO DE JOVENS E ADULTOS MANOEL PESSOA MONTENEGRO,24009342,RN,Assú,Urbana,A escola não está em área de localização diferenciada,Pública,"TRAVESSA CORONEL WANDERLEY, 302 CENTRO. 59650-000 Açu - RN.",(84) 33318798,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação de Jovens Adultos,Atendimento Educacional Especializado,-5.58093123,-36.91053156
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MARCOS ALBERTO DE SA LEITAO,24009369,RN,Assú,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROF EUFROSINA FERNANDES, NOVO HORIZONTE. 59650-000 Açu - RN.",(84) 96998889,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-5.57137,-36.91512
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL POETA RENATO CALDAS,24009377,RN,Assú,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ADALBERTO AMORIM, VERTENTES. 59650-000 Açu - RN.",(84) 33316526,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.58741331,-36.91020178
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL TENENTE CORONEL JOSE CORREIA,24009385,RN,Assú,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CEL WANDERLEY, 1030 CENTRO. 59650-000 Açu - RN.",(84) 33316528,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.5760336,-36.905411
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ALCIDES WANDERLEY,24010251,RN,Carnaubais,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA INACIO DIAS DE LACERDA, 1830 CONJUNTO VALDEMAR CAMPIELO. 59665-000 Carnaubais - RN.",(84) 33382271,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-5.3376114,-36.8317985
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA ADALGISA EMIDIA DA COSTA,24010278,RN,Carnaubais,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SANTA LUZIA, 81 CENTRO. 59665-000 Carnaubais - RN.",(84) 33382270,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.337605076,-36.83960337
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CORONEL OVIDIO MONTENEGRO,24010510,RN,Ipanguaçu,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA LUIZ GONZAGA, 957 CENTRO. 59508-000 Ipanguaçu - RN.",(84) 33354765,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.50643108,-36.8591859
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOAO FRANCISCO DA COSTA,24010529,RN,Ipanguaçu,Rural,A escola não está em área de localização diferenciada,Pública,"POVOADO ARAPUA, ZONA RURAL. 59508-000 Ipanguaçu - RN.",(84) 33355990,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.44906531,-36.85620312
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOAO MANOEL PESSOA,24010537,RN,Itajá,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL LOPES, SAO MANOEL. 59513-000 Itajá - RN.",(84) 33302442,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.64689998,-36.86787803
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JOAO TERTULINO LOPES,24010545,RN,Itajá,Urbana,A escola não está em área de localização diferenciada,Pública,"PCA MANOEL ARGEMIRO LOPES, IGUARACU. 59513-000 Itajá - RN.",(84) 33302274,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.63721622,-36.87053473
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MANOEL DE MELO MONTENEGRO ENSINO MEDIO EM TEMPO INTEGRAL,24010588,RN,Ipanguaçu,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA LUIZ GONZAGA, 1088 CENTRO. 59508-000 Ipanguaçu - RN.",(84) 33354761,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-5.502385874,-36.85621597
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MARIA DA GLORIA DE AZEVEDO LUNA,24010596,RN,Ipanguaçu,Rural,A escola não está em área de localização diferenciada,Pública,"RUA MONSENHOR LUCILO ALVES MACHADO, DISTRITO DE PATAXO. 59508-000 Ipanguaçu - RN.",(84) 33357990,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.62374,-36.83290833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ANTONIO BATISTA,24010928,RN,Jucurutu,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA DA BANDEIRA, 18 CENTRO. 59330-000 Jucurutu - RN.",(84) 34292589,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-6.0348854,-37.0188401
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL NEWMAN QUEIROZ,24010936,RN,Jucurutu,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE LOURENCO, 1 CENTRO. 59330-000 Jucurutu - RN.",(84) 999042528,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-6.0328984,-37.0147933
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA DAS GRACAS SILVA GERMANO,24010979,RN,Jucurutu,Rural,A escola não está em área de localização diferenciada,Pública,"POV BOI SELADO, ZONA RURAL. 59330-000 Jucurutu - RN.",(84) 34292980,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-6.042188333,-37.02615167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JANUNCIO AFONSO,24011002,RN,Jucurutu,Rural,Área de assentamento,Pública,"RUA ALEXANDRE EZEQUIEL, DISTRITO DE JANUNCIO AFONSO. 59330-000 Jucurutu - RN.",(84) 34297990,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-6.1852873,-37.1300807
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL LUIZ GONZAGA,24011568,RN,Pendências,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MONSENHOR ASSIS, 154 CENTRO. 59504-000 Pendências - RN.",(84) 35223863,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MONSENHOR HONORIO,24011592,RN,Pendências,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA IDALICE GONZAGA MONTENEGRO, 57 CENTRO. 59504-000 Pendências - RN.",(84) 35223869,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-5.2584,-36.7165829
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PEDRO ALVES DE MEDEIROS,24011606,RN,Pendências,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FELIX RODRIGUES, 577 CENTRO. 59504-000 Pendências - RN.",(84) 35223865,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.25979936,-36.72246706
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR JOSE PROSPERO,24012424,RN,Coronel João Pessoa,Urbana,A escola não está em área de localização diferenciada,Pública,"R HONORIO JANUARIO, 39 CENTRO. 59930-000 Coronel João Pessoa - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-6.26038259,-38.44154081
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CRISTOVAO COLOMBO DE QUEIROZ,24012890,RN,Doutor Severiano,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HERMINIO JACOME DE LIMA, 33 CENTRO. 59910-000 Doutor Severiano - RN.",(84) 998185421,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-6.09629968,-38.37588815
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CID ROSADO,24013307,RN,Encanto,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE APOLONIO DA COSTA, 33 NOVO ENCANTO. 59905-000 Encanto - RN.",(84) 981027710,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-6.112758704,-38.3111681
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL 26 DE JUNHO,24013587,RN,Major Sales,Urbana,A escola não está em área de localização diferenciada,Pública,"ZEZEU MORAIS, 81 POR DO SOL. 59945-000 Major Sales - RN.",(84) 33880088,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-6.406551,-38.3254065
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CORONEL FERNANDES,24013595,RN,Luís Gomes,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PROFESSOR FRANCISCO JACOME DE LIMA, 84 CENTRO. 59940-000 Luís Gomes - RN.",(84) 33822161,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-6.414493333,-38.38649333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MARIANA CAVALCANTI,24013617,RN,Luís Gomes,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SENHORA SANTANA, 9 CENTRO. 59940-000 Luís Gomes - RN.",(84) 33822270,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-6.41591341,-38.38653116
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ZEO FERNANDES,24014060,RN,Luís Gomes,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANITA FONTES, 300 COHAB. 59940-000 Luís Gomes - RN.",(84) 33822528,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-6.41547,-38.38284667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA ANGELINA GOMES,24014230,RN,Riacho de Santana,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL DE SOUZA LIMA, 219 CENTRO. 59987-000 Riacho de Santana - RN.",(84) 981684857,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-6.2645205,-38.3160788
